SYMBOL,KKKD131,KKKD068,KKU055,KKU213C,KKU213A,SSP25,KKU213B,RBE,TFK1
AC018641.1,1.05,0,0,1.08,0.13,0.11,0.58,0,0.13
AC095057.1,0,0,3.2,0,0,0,0,0,0
ATP5MF-PTCD1,4.88,10.51,13.51,5.06,3.83,9.8,4.61,6.16,4.5
ZNF414,20.35,10.94,17.57,14.79,20.3,14.54,12.37,19.46,12.54
TNFSF13,10.97,2.4,1.52,5.04,3.33,6.48,5.05,10.58,18.05
TTC39B,0.11,4.1,1.58,3.44,4.1,4.23,4.67,0.48,5.36
KRTAP4-1,0,0.96,0,0.22,0.22,0.12,0.13,0,1
AC068205.4,0.1,0.13,0.14,0,0,0,0,0.11,0
NLRX1,5.07,6.3,8.67,5.54,3.12,8.07,2.58,5.49,6.73
AC007435.1,0,0,0,0,0,0,0,0,0
GHITM,299.42,251.56,266.65,268.47,362.45,267.39,391.42,298.43,354.92
MORF4L2,323.7,537.92,626.56,765,668.75,1036.2,566.7,459.04,305.99
KRT17P7,0.09,0,0.71,0,0.23,0,0.2,0.03,0.33
C9orf135,0,0.66,0.56,0,0,0.99,0,0.22,0
AL591684.3,0,0,0,0,0,1.34,0,0,0
AC110056.1,0.09,0.79,0.12,0.67,0.11,0.09,0.19,0.09,0.11
RPRM,0.14,1.16,0,0.06,0.06,0.05,0.05,0,0.06
LENG9,6.39,2.78,1.42,1.93,4.08,0,2.64,1.68,0.06
MEX3C,35.52,24.72,34.77,23.18,24.82,8.94,18.82,41.43,27.38
C1orf167,0.11,0.04,0.52,0.28,0.1,0.05,0.3,0.32,0.6
RASGRF1,0.91,0.93,0.03,27.94,1.57,1.4,9.31,4.11,0.09
AP1G2,97.98,27.96,8.11,46.37,63.85,8.43,46.53,37.4,57.51
AC244394.1,0,0,0,0,0,0,0,0,0
NOVA1,5.88,0.09,0,0.11,0.03,4.77,0.04,10.32,6.31
GUCY2EP,0,0,0,0,0,5.13,0,0,3.17
TRIM68,4.6,6.28,11.76,10.86,8.83,9.5,6.22,9.18,6
PAOX,8.54,0.7,1.84,1.01,1.96,1.5,2.06,5.38,0.16
ANXA2,4212.92,4629.95,725.89,1984.23,3068.17,2372.58,2398.12,3269.33,4340.96
MTCO1P17,0,0,0,0,0,0,0,0,0
AL353678.1,0,0,0,0,0,0,0,0,0
CTDSPL,27.16,20.15,34.62,60.77,72.65,17.03,86.33,60.82,10.24
CYB5A,181.34,27.6,39.76,66.21,73.83,33.69,68.42,61.87,219.1
COL11A2,0.14,0,0,0,0.01,0,0.03,0,0
RCC2P5,0,0.12,0,0.06,0,0,0,0,0
SLC2A14,0.27,0.15,0.32,0.47,0,0.28,0.04,0.02,0
HCAR2,1.85,0.08,0,31.76,6.25,0.13,26.53,0,0.27
KF456110.1,0,0,0,0,0,0,0,0,0
GRHPR,50.26,65.59,87.1,72.65,60.81,107.21,63.7,64.21,65.82
HSPE1P14,0,0,0,0,0,0,0,0,0
HMGCLL1,0,0,0,0,0,0,0,0,0
C5orf38,0,0,0,0,0,0,0,0,0
AC073909.1,0,0.1,0,0.1,0,0,0,0,0
AC004076.1,0,0.29,0,0,0,0,0.39,0.92,0
SLC25A38P1,0,0,0,0,0.11,0,0,0,0
STK16,20.63,30.6,13.79,21.68,16.94,19.62,20.9,34.33,27.46
AARD,0.03,0.36,0.04,0,0.28,0.46,0.09,0.03,0.04
PLA2G4C,3.71,4.86,0.57,1.04,1.66,2.97,2,9.57,1.3
SELENOTP1,0,0,0,0.31,0,0,0,0,0
SPECC1,53.74,28.61,16.73,23.79,30.64,107.37,30.33,23.46,85.47
HLA-DQB1,1.44,0,0,0.39,0,0,0,0,0
NPIPB4,8.46,12.52,42.88,22.93,12.98,19.65,21.28,27.74,31.05
LY6G5C,4.29,0,0.59,0,1.13,0,0.22,0.05,0
CAPZB,261.92,252.4,330.84,170.66,287.41,379.61,180.34,175.42,163.75
TMEM239,0,0,0.02,0,0,0,0,0.08,0.02
UBE2L5,0.09,0.06,0.43,0.12,0.12,0.24,0.1,0.1,0.29
SLC35D3,0.63,0.07,0.18,0,0.03,0,0.03,0,0.1
MAPT,0.03,0.02,0.08,0.1,0.02,0,0.03,0.07,0.03
AC106820.1,0,0,0.82,0,0,0,0.34,0,0
AC092634.7,0,0,0,0,0,0,0,0,0
AC007383.8,0,7.12,0.55,1.92,1.17,0,3.84,0.44,1.29
DDX31,15.56,16.9,26.64,21.43,21.64,16.85,18.56,21.3,23.83
STOML1,9.89,18.85,4.29,8.05,6.56,10.94,5.28,21.05,9.6
HTR5BP,0,0.08,0.08,0,0,0,0,0,0
RPL21P65,0,0,0.67,0,0,0.26,0,0,0
SUPT3H,19.25,13.39,7.05,12.97,10.56,12.33,10.06,11.5,5.02
HNRNPA1P68,0,0.1,0,0,0,0,0,0,0
AL132765.1,0.19,0,0,0,0.24,0,0,0,0.45
DDX17,140,137.54,107.36,73.53,74.17,124.43,84.04,126.29,197.39
CTSH,62.39,46.77,20.66,75.88,46.91,11.08,166.77,56.03,43.01
FRG1CP,0,35.87,34.42,39.35,53.51,32.88,44.84,0,25.54
PARP1,88.27,91.14,234.64,147.95,176.76,145.09,159.64,155.35,92.06
AL109897.1,0,0,0,0,0,0.19,0,0,0
GAPDHP58,0.08,0.1,0.1,0,0,0.16,0,0.08,0
ARHGAP33,2,30.29,2.99,1.83,4.66,6.91,1.2,7.19,3.75
CCDC107,8.13,9.9,9.33,8.99,6.85,21.58,9.62,8.42,6.99
SLC2A11,9.37,13.13,12.06,1.79,4.74,5.58,4.67,4.26,6.64
AC020765.1,0,0,0,0,0,0,0,0,0
AC137768.1,0,0,0,0,0,0,0,0,0
NKX2-3,0.38,0.04,0.13,0,0,0,0,0,0
IGKV1D-17,0,0,0,0,0,0,0,0,0
MTND4P32,0,0,0.08,0,0,0,0,0,0
RPS27P29,0,0,0,0,0,0,1.04,0,0
WARSP1,0,0,0,0,0,0,0,0,0
RPS3AP35,0,0,0,0,0,0,0,0,0.07
CKAP2P1,0,0,0,0,0,0,0,0,0
HPS6,21.36,14.05,14.97,13.04,17.06,13.9,10.22,16.45,15.62
MLLT6,23.62,31.96,23.05,46.48,30.62,24.78,43.61,29.5,27.58
MIPEP,21.18,21.04,34.03,16.94,9.53,11.67,15.39,23.23,11.12
NTSR1,0.09,1.76,8.46,6.56,4.74,0.07,1.01,0,0.08
C1orf74,5.53,2.54,1.99,4.42,8.03,2.81,3.55,2.03,1.48
RPL12P28,0,0,0,0.98,0,0,0,0,0
AC129778.1,0,0,0,0,0,0,0,0,0
TNFRSF10A,63.81,29.13,35.28,57.99,37.15,7.68,29.83,16.59,55.35
KRT16P5,0,0,0,0,0,0,0,0,0
AC069061.1,0,0,0,0,0,0,0,0,0
LEXM,0,0,0,0,0.71,0,0.09,0.17,0
NOX5,0.01,0.73,0.03,0.05,0.22,3.84,0.09,0.03,0.18
GAPDHP71,0,0,0,0.1,0,0.08,0,0,0
MAFF,27.58,25.67,16.15,35.89,13.39,10.7,7.19,7.3,39.74
MPDZ,8.02,13.69,0,1.14,0.07,16.94,0.3,7.46,2.53
DUX4L51,0.48,0,0,0,0,0.07,0,0,0
BNIPL,0.28,0.13,1.15,0.08,0.12,0.5,0.17,0.11,0.35
UTS2,12.37,9.74,3.46,1.28,1.87,0.09,1.33,0,0.6
ANKMY1,2.91,5.04,5.64,8.11,6.69,2.24,8.15,12.99,11.45
LCP1,631.14,73.16,0.61,654.66,545.94,5.58,437.58,2.52,1.81
TJP1,40.82,16.99,30.36,32.29,39.65,47.15,41.67,27.59,56.47
AC226007.1,0,0,0,0,0,0,0,0,0
AC004805.1,0,0,1.92,0.11,0,0,0,0,0
AP1S1,101.03,166.52,154.45,108.1,86.33,107.61,130.38,263.24,59.14
WASH4P,1.8,2.28,0.73,1.8,1.5,1.38,1.57,2.27,1.06
RIC1,5.41,6.43,14.3,12.18,17.56,6.76,10.47,6.28,3.94
FGF7P3,3.98,1.08,2.45,3.7,2.26,6.57,2.99,2.97,1.03
HSPA7,0,0.15,0.05,0,0,0,0,0,0
BX247900.1,0,0,0,0,0,0,0,0,0
FBXO28,30.17,18.7,38.82,28.49,35.78,25.23,24.85,29.86,35.24
TRAV8-2,0,0,0,0,0,0,0,0,0
XAGE1B,0,0,0,2.99,0,0,0,0,0
CDH10,0.04,0,0,0,0.06,0.04,0.02,0,0
HDAC10,16.62,11.88,21.5,17.48,12.45,7.64,9.75,8.93,10.82
GSTZ1,30.31,25.18,24.51,57.71,57.74,25.88,51.56,44.05,42.42
CLPX,52.68,64.28,54.31,67.49,64.7,48.72,59.69,51.39,77.2
EIF4A1,1480.55,738.79,747.26,1023.04,850.43,2551.08,857.68,697.28,564.07
PSMA6P1,0.12,0,0,0,0,0,0,0.12,0.14
AC093890.1,0,0,0,0,0,0,0,0,0
RAB36,1.25,6.48,10.15,1.68,0.45,0.02,1.01,3.61,0.16
ABHD14B,10.4,15.31,18.1,34.87,8.46,9.98,54.43,32.59,27.94
ZFR2,0.01,0.31,0.02,0.02,0,0.05,0.23,0.03,0.18
REC8,7.09,0.42,2.05,1.55,1.18,3.46,0.78,1.92,25.05
HIST1H4L,0,0,0,0.77,0.75,1.2,1.26,0,0
VCPIP1,8.64,11.05,7.39,7.01,8.13,6.71,5.57,7.94,6.24
FAM83D,77.17,54.12,47.34,99.85,110.54,80.4,78.16,41.38,48.42
SH3BP4,37.33,55.69,12.63,20.45,43.25,112.16,26.91,27.3,32.61
REG3A,0,0,0,0,0,0,0,0,0
KLRA1P,2.32,3.66,3.8,4.03,3.94,3.75,4.46,5.02,1.65
WDYHV1,28.01,31.69,31.06,25.04,21.01,23.36,25.06,27.17,19.37
CDHR3,10.23,7.81,3.45,2.15,0.86,2.86,3.94,3.4,0.89
PGAM1P9,0.11,0,0,0,0,0,0,0,0
DAND5,0,0.15,0.05,0.15,0,0.08,0,0.23,0.15
SPX,1.43,0,0,0.21,0,1.98,0,1.23,0.2
AGTR1,0,1.12,5.51,0,0,0.54,0,4.57,0
SUMO1P1,0,0,0,0,0,0,0,0,0
ZBTB48,9.5,13.26,11.79,10.25,15.36,7.18,9.45,3.46,9.4
HTR3B,0.07,0.09,0.3,0.13,0.13,0.1,0.18,0.07,0.29
YY2,1.59,3.35,9.16,3.5,3.71,4.39,2.48,2.72,0.85
VWC2,0,0,0,0,0,0.01,0.02,0,0
NRN1,4.45,15.93,0,1.13,0.16,1.99,0.89,0.13,0.4
ZNF221,1.44,1.1,1.47,0.13,0.8,0.95,0.5,0.97,0.35
NIFK,58.35,65.04,112.9,80.87,138.88,105.03,75.08,87.35,102.68
ANKRD37,5.17,14.64,2.94,4.54,6.69,6.81,3.47,1.54,4.5
SMURF2,20.51,46.45,15.32,26.38,31.22,73.98,23.03,45.64,12.09
WIZ,19.31,9.59,22.11,15.64,12.21,11.84,16.14,14.09,8.64
AC083795.1,0,0,0,0,0,0,0,0,0
BMP8B,1.54,0.37,1.09,0.39,0.8,0.05,0.18,2.54,0.71
CATSPERD,0.05,0,0,0,0,0.05,0.06,0.03,0
TAPBP,11.86,20.49,0.05,6.92,11.34,47.22,13.16,24.39,0.12
FASTK,45.2,76.78,39.98,50.05,32.05,43.01,44.48,39.22,41.63
CEP63,32.94,35,40.04,32.23,49.05,19.15,35.55,19.5,39.24
NPY5R,0,0.14,0,0,0,0,0,0.23,0.14
SPTBN5,1.42,0.13,0.83,0.26,0.2,0.26,0.07,0.12,0.21
ISCA2P1,0.54,0,0.36,0,0,0,0,0,0
FBRS,20.55,24.1,31.07,25.13,28.34,25.3,34.61,32.4,26.28
PIGB,12.34,12.19,8.72,10.86,10.29,13.51,13.85,12.25,28.89
MRPL45,84.23,55.56,56.09,81.41,84.79,54.16,67.5,54.52,61.49
AC006122.1,0,0,0,0,0,0,0,0,0
PTGDR2,0,0,0,0.17,0.06,0,0,0,0
LRP10,292.56,76.67,31.46,105.48,60.14,78.58,43.43,78.83,109.52
HSFY4P,0,0,0,0,0,0,0,0,0.08
RPS18P6,0,3.34,0,0,0.33,0,0,0.27,0
ADGRG7,0.08,0,0,0.03,0.08,0.03,0.11,0.04,0
AC007240.1,1.19,6.94,2.05,8.13,9.32,5.37,14.33,3.87,5.54
KRT18P60,0,0,0,0,0,0,0,0.06,0
RAB32,14.43,37.98,39.23,45.39,42.16,99.18,27.53,21.09,23.67
LILRA3,0,0,0.07,0,0,0,0,0,0
ZNF584,10.04,59.07,14.37,5.57,11.9,9.46,8.53,6.54,2.01
IGFBP5,0.06,0.89,0.38,0,0.01,0.02,0.01,1.62,0
CYP26A1,0,0.27,15.17,0,0.18,0.1,0.12,0.8,0.43
TAC1,0,0.7,0,0,0,0,0,0,0
PCDH19,0.02,0.01,0.03,0.03,0,0.07,0.23,0,0
GALNTL5,0,0,0.15,0,0.14,0,0,0,0
PYCR1,69.03,21.01,62.39,96.43,72.53,56.04,51.81,143.23,67.96
NDUFS5,483.82,521.71,1013.06,335.38,474.66,432.95,388.26,587.33,176.24
CARD14,2.91,3.33,0.67,2.91,2.39,3.33,3,1.51,8.79
DHX36,53.62,68.15,74.52,57.16,61.93,50.74,59.09,29.2,77.76
GSPT2,8.17,6.46,18.87,4.37,9.25,8.9,3.13,0,0.14
TAF4,6.93,4.09,13.19,7.61,10.71,5.61,5.89,5.27,9.52
ROBO2,0.02,0.08,0.04,0,0,0.01,0.29,0.02,0
CERS5,27.22,39.46,31.57,18.72,23.32,21.33,16.76,46.15,10.49
DEFA8P,0,0,0,0,0,0,0,0,0
CNGA3,0,0,0,0,0,0,0,0,0.02
TENT5D,0.08,0.29,0.05,0,0,0.06,0,0,0
RPL6P25,0,0,0,0.24,0,0.1,0.1,0,0
AC113155.1,0,0,0,0,0,0,0,0,0
OR52E6,0,0,0,0,0,0,0,0,0
GFRA3,0.11,0.42,0.3,0,0,0,0,0,0
AP1B1P1,0,0,0.13,0,0,0,0.11,0,0
AC005740.2,0,0,0,0,0,0,0,0,0
AC099794.2,0,0,0,0,0,0,0,0,0
RANP6,0,0,0,0,0,0,0,0,0
AF279873.1,0.56,0,0,0,0,0,0,0,0
AC130472.1,0,0,0,0,0,0,0,0,0
COQ10B,22.02,33.17,19.65,17.59,16.7,28.02,14.42,34.3,30.92
OXTR,2.31,5.05,0.65,16.07,5.36,5.71,5.06,29.41,1.37
SYT5,0.47,160.1,0.23,0.08,0.78,0.02,0.2,0.93,0.18
AL157384.1,0,0.03,0,0,0,0,0,0,0
KRT17P3,0,0,0,0,0,0,0.13,0,0.07
DTX3,16.05,24.09,11.32,0.21,2.06,1.94,2.35,3.15,9.45
SDR42E1P4,0.28,0,0,0,0,0,0,0.62,0
RPL13AP17,0,0,0,0,0,0,0,0,0
GPR65,0,0.02,3.32,0,0,0,0,0,0
PHF12,29.13,22.82,21.55,22.65,15.82,17.94,22.54,18.11,18.65
UBE2H,82.27,90.63,20.82,93.3,41.8,143.91,67.85,45.38,106.13
TIMM8A,17.71,23.3,48.75,42.35,37.3,39.61,35.94,26.72,19.54
RPS2P2,0,0,0,0,0,0,0,0,0
HSPA1A,0.15,0,0,199.84,352.44,0.68,242.01,0,0
CD300LB,0,0,0,0,0,0,0,0,0
AC079395.1,0,0,0,0,0,0,0,0,0
SCD5,6.94,1.19,12.47,3.12,8.52,8.63,8.61,14.74,2.03
TRIM60,0,0,0,0,0,0,0.05,0,0
AL049873.1,0,0,0,0.51,0,0,0,0.81,0
WDR24,6.6,4.56,6.06,5.48,8.28,3.39,6.93,9.34,6.29
AL132640.1,0.15,0,0.62,0,0,0.16,0,0,0
GZMB,0,0.23,0,0,0,0,0.2,0,0
GFAP,1.24,3.6,0.09,0.27,0.83,1.39,1.33,4.84,1.36
TMEM161A,20.39,8.98,27.38,24.79,10.55,15.07,23.62,14.35,12.45
TMPRSS2,4.57,4.43,0.23,4.67,0.63,0.13,1.13,0.3,0.52
ENSA,169.68,208.65,165.85,152.82,213.97,149.39,186.39,232.05,241.4
ZSCAN30,7.69,7.71,6.65,5.03,12.43,4.41,10.74,13.56,2.23
MED26,4.07,2.89,4.6,4.07,3.72,4.07,5.81,4.05,2.49
CCDC152,74.95,6.06,0.05,0.19,0.07,0,0.06,0.1,0.02
C1orf105,0.54,0,0.47,0.35,0.11,0.17,0,1.56,0.2
PCDH9,0.27,0.25,27.04,0.7,0.46,2.34,0.39,0.47,0.23
DDX39B,0,0,0,0,0,0,0,0,0.24
SUCNR1,0,0.34,0,0.06,0.04,0.05,0.21,0.02,0.07
AL355357.1,0.31,0,0,0,0,0,0,0,0
SRPRB,112.13,97.56,135.16,90.11,136,80.93,82.04,67.36,133.07
AC079602.1,0,0,0,0,0,0,0,0,0
RGSL1,0.07,0.21,0.04,0.04,0.04,0.14,0.02,0.02,0
OR51R1P,0,0,0,0,0,0,0,0,0
CYHR1,24.34,23.78,25.13,22.84,22.66,40.05,28.47,29.4,11.06
TMBIM7P,0,0.06,0,0,0,0,0,0,0
XPO6,54.29,70.05,114.22,138.57,120.39,85.88,149.05,88.51,69.84
ZNF778,6.03,9.92,11.31,3.02,6.82,5.87,6.05,6.53,2.84
AC092865.4,0,0,0,0,0,0,0,0,3.28
H2AFY2,8.12,3.03,0,0,0,2.04,0,59.17,2.31
AL031659.1,0.19,0,0,0,0.25,0,0,0,0
MSRB1,15.15,13.8,13.61,15.87,18.56,15.5,25.88,31.59,43.78
SLC22A8,0,0,0,0,0,0,0,0,0
LRRC37A7P,0.12,3.56,0.21,0.03,0.09,0,0.05,0,0
CNN2P4,0,0,0,0,0,0,0,0,0
PGS1,18.14,22.1,28.94,15.49,16.5,40.24,19.4,22.02,26.57
PSORS1C1,0.12,0.14,0,1.44,0.81,1.34,2.14,0,0.22
CLEC4G,0,0,0,0,0,0,0,0,0
HLA-DRA,0.06,0,0.02,0.46,0.57,0,0,0,0
KRT18P25,0.11,0.07,0,0.07,0,0,0,0.06,0.14
SIGLEC11,0.08,0,0,0.05,0,0.04,0.02,0.04,0
NDE1P2,0.17,0,0,0.43,0.17,0.26,0,0,0.5
RPL5P14,0,0,0,0,0,0,0,0,0
TRBV10-3,0,0,0,0,0,0.48,0,0,0
AL358913.1,0,0,0,0,0,0,0,0,0
TMED7-TICAM2,4.07,5.18,0.49,9.56,6.85,7.55,6.56,4.28,1.42
RPL36,587,274.43,535.18,809.76,973.72,487.88,951.48,553.31,531.72
GRM4,0.06,0.08,0.01,0.05,0.05,0.02,0,0.14,0
OR11H5P,0,0,0,0,0,0,0.09,0,0
B3GAT2,0.48,0.27,0.52,0.18,0.3,0.32,0.07,0.24,0.13
ZNF211,17.56,41.1,6.38,3.7,22.01,5,12.62,7.08,1.91
TRAV20,0,0,0,0,0,0,0,0,0
RPL23A,1180.07,1033.51,813.66,1955.65,1314.86,1171.2,1897.91,1520.65,1245.13
AP000867.4,0,0,0,0,0,0,0,0,0
ZNF512,19.34,14.64,21.02,11.51,12.79,18.48,13.09,28.64,14.61
ASPDH,0,0.19,0,0,0,0,0,0,0.71
NLRP11,0.04,0.27,0.3,0.03,0.08,0.02,0,0.11,0.05
AKR1B1,194.72,328.96,169.12,177.08,92.59,874.78,150.68,356.05,134.98
C17orf78,0,0,0,0,0,0,0,0,0.1
AC027801.2,0,0,0,0,0,0,0,0,0
Z97634.1,0.39,0.26,0.31,0.56,0.2,0.15,0.71,0.29,1.09
SEPT5,6.51,0.62,3.27,0,0,2.05,0,2.49,2.7
GAB3,0.31,0.72,0.42,0.04,1.18,2.24,0.02,2.12,0.35
ZNF688,3.63,4.44,1.65,3.87,2.54,2.91,4.16,6.31,3
UBE2CP1,0,0,0,0,0,0,0,0,0
AC242308.2,0,0.22,0.11,0,0,0.09,0,0.99,0.11
AC025062.2,0,0,0,0.18,0,0,0,0,0
CCT2,464.29,334.12,506.98,355.1,585.41,339.48,320.39,400.77,303.6
F2RL3,0.48,0.6,0.45,0.57,0.58,0.47,0.45,0.19,0.54
AC114878.2,0,0,0,0,0,0,0.13,0,0
MUTYH,16.56,29.98,36.02,24.77,29.06,13.65,24.1,19.79,13.42
CARD11,35.85,29.22,0.28,13.8,8.6,19.16,1.33,3.39,12.9
LILRA2,0,0,0.15,0,0,0,0.08,0,0
CCSER1,5.94,0.39,0.59,0.86,1.37,1.02,1.3,0.84,1.46
UNGP3,0.67,0,0,0,0.51,0,0,0,0.17
ZGLP1,2.25,1.67,1.45,1.52,1.65,1.65,2.81,0.55,0.53
MSH2,81.45,73.27,65.79,52.85,65.69,68.77,59.99,53.84,29.44
SF1,295.13,213.63,384.09,403.78,323.53,328.13,347.1,255.34,280.44
USP43,5.39,0.93,1.92,3.48,3.4,2.88,5.17,3.1,7.1
CD101,2.68,0.66,4.83,0.45,2.6,0.4,4.48,1.55,2.96
RPS23P2,0,0,0,0,0.4,0,0,0,0
IRF6,75.51,1.83,0.04,64.97,75.93,2.94,52.75,0.11,7.7
SLC25A38,21.35,27.17,66.82,25.84,47.89,31.08,34.19,19.95,33.11
PPM1H,0.71,1.91,3.02,1.92,1.49,5.77,2.9,7.83,11.06
PLCH1,0.57,1.05,3.92,1.11,0.25,0.23,0.38,7.3,3.8
IER3,1.68,0,0,0.26,0,0,0,0.22,0
KIZ,9.76,10.72,3.97,21.37,7.08,9.47,25.21,5.75,4.41
COTL1,181.8,338.58,247.48,386.75,352.35,241.27,306.75,259.37,185.63
AL359955.2,0,0,0,0,0,0.91,0,0,0
KRTAP4-9,0,0,0,0,0,0,0,0,0
AC073052.1,0.25,0.48,0.66,0,0.31,0.13,0.14,0.26,0
ANO10,22.45,23.95,19.62,28.1,28.03,31.46,30.7,24.29,14.38
RASGRP3,4.05,2.62,3.16,4.43,1.72,0.4,2.42,0.96,1.96
AC002558.1,0.21,0.13,0,0.27,0,0.22,0.23,0.22,0.14
EFCAB14,46.51,78.43,29.44,34,49.13,44.73,37.5,47.22,57.09
CXCR5,0.08,0.09,0.02,0.05,0.04,0.07,0.02,0.01,0.14
RNF2P1,0,0,0,0,0,0,0,0,0.09
AL021155.1,0,0,0,0,0,0,0,0,0
AC009108.1,0.1,0.14,0,0,0.13,0,0,0,0
PSMC1P2,0,0,0,0,0.08,0,0,0,0
TREX2,1.63,0.61,0.75,2.82,2.82,0.37,3.23,1.59,1.94
ZNF595,3.92,2.49,9.01,16.95,4.98,1.27,8.17,8.7,2.89
AC004754.1,0,0,0.09,0,0.12,0,0,0,0
NSUN6,13.19,7.44,10.93,11.99,9.22,11.39,12.92,10.23,7.69
FABP5P10,0,0,0,0,0,0.34,0,0,0
TOB2P1,2.33,1.2,1.54,0.9,2.16,2.84,0.17,0.73,0.29
TRDN,0,1.06,0.05,0,0,0.04,0.05,0,0
AES,316.24,193.05,123.06,162.96,63.25,108.5,153.1,238.16,160.37
GBGT1,3.42,1.7,0.03,0.09,0.17,0.51,0.11,0.12,0
RSL24D1P8,0,0,0,0,0,0,0,0,0
PARPBP,25.52,23.65,37.23,41.25,30.84,40.76,32.36,40.8,24.43
TRIM41,12.63,28.7,11.61,27.08,28.69,11.03,30.41,19.11,29.18
SPRY1,56.68,11.92,132.7,15.52,30.66,2.88,8.94,12.59,6.99
TRIM27,0.31,0,0.46,0,0.22,0.08,0,0,0
SDSL,14.86,32.99,31.6,28.13,25.25,8.95,19.87,43.09,52.38
KRT8P25,0.05,0,0,0,0,0,0,0,0
OR8H2,0,0,0,0,0,0,0,0,0
PRM1,0,0,0,0,0,0,0,0,0
RHBDL3,0,0.68,0.05,0,0,0.79,0.06,2.91,0.05
RUNDC3A,0.66,4.01,0.51,0.14,0.49,0.08,2.95,1.85,0.42
AC008676.3,0,0,0,0,0,0.3,0,0,0
KLRG2,0.15,0.12,0.39,2.92,2.97,0.12,1.35,0,0.45
AC127502.3,0,0,0,0,0.08,0.82,0.07,0,0.15
DHX16,3.99,0,4.92,4.59,0.28,0,0.26,0,0
NAP1L1P1,0,0,0.28,0.09,0,0.37,0,0.07,0.09
AC007283.2,1.59,0,0,0,0,0,0,0,0
AC073324.1,0,0,0,0,0,0,0,0,0
ZNF471,0.91,0.77,0.65,0.43,1.1,2.99,0.49,6.5,0.27
ZNF787,21.74,52.27,19.87,16.53,23.85,16.63,17.41,17.48,26.77
MYL8P,0.1,0,0,0.14,0,0,0,0,0
HLA-L,0.11,1.98,0,0.46,0.32,0.59,0.44,0.83,0.11
PRKD3,53.65,33.08,23.5,22.14,19.45,32.68,20.35,27.74,0.95
NELFCD,137.18,100.19,163.14,151.2,175.4,102.55,132.96,74.15,80.89
RBBP9,38.09,21.84,12.01,14.15,9.83,17.49,18.55,13.69,5.79
RPS27L,85.29,113.47,38.48,69.24,83.93,390.22,97.88,376.31,136.1
HLA-DRB4,0,3.11,0,0.63,0,0,0,0.32,0
UROC1,0,0,0,0,0,0,0.03,0,0
AP001458.2,0,0,0,0,0,0.28,0,0,0
COX5A,358.43,336.52,349.8,418.34,346.83,292.4,387.45,344.22,844.85
AC027104.1,0,0,0,0,0,0,0,0,0
TBC1D4,8.17,21.42,7.32,13.05,12.99,9.24,22.56,17.2,6.44
AC026410.1,0,0,0,0,0,0,0,0,0
TFAP2E,0.6,0.46,0.86,0.19,0.08,0.63,0.03,0.09,0.19
ATP5MD,594.85,486.53,974.42,483.52,844.92,499.62,564.97,606.71,521.98
ACTR6,53.73,45.67,32.16,64.37,33.33,30.79,50.6,38.5,49.89
TNNT1,102.38,363.37,3.46,10.06,78.75,0.87,16.65,84.72,10.91
TBXT,0,0,0,0,0,0,0,0,0.07
RBP2,0,0,0,0,0,0,0,0.13,0
HSPA14,42.14,40.12,64.29,34.99,41.88,51.09,43.74,31.95,32.34
PDE4A,2.49,5.81,7.61,1.42,6.26,2.57,4.26,4.84,0.29
OSTCP2,0,0,0,0,0,0,0,0,0
BCAR1,31.25,38.94,6.45,23.1,28.01,23.86,21.39,33.34,57.86
AC073626.2,0,0.72,0,0,0,0,0,0,0
FUT8,104.89,157.2,22.79,43.45,50.29,59.01,33.77,18.75,7.06
AC023050.1,0,0,0,0,0,0,0,0,0
OR51B4,0,0.43,0,0,0,0,0,0,0
AC022182.3,0,0.2,0.04,0.04,0.08,0,0.07,0,0
A1BG,0.18,0.24,0.96,0.13,0.28,0.13,0.41,0.25,0.47
OR1J2,0,0,0,0,0,0,0,0,0
AC106827.1,0,0,0,0,0,0,0,0,0
ARL9,1.01,1.02,6.31,0.8,2.55,0.4,0.76,0.73,0.32
DMBX1,0.24,0.23,0.09,0,0.19,0.2,0.19,0.12,1.64
THPO,0.05,0.14,0.09,0,0,0,0,0,0.16
RYK,75.01,88.03,80.06,44.09,70.51,65.25,55.09,31.99,53.42
ARRDC3,16.47,78.95,19.75,17.48,23.98,22.73,17.72,28.35,31.47
KRT8P19,0,0,0,0,0,0,0,0,0
DNAJC6,1.58,2.32,2.82,6.9,3.1,3.82,4.96,2.05,1.35
TMEM38A,3.46,2.17,3.18,4.72,4.4,1.58,9.15,3.76,0.81
STOX2,0.13,2.77,9.04,0.39,1.47,5.08,0.14,2.04,7.62
COG8,8.52,12.62,12.4,9.4,10.85,7.28,11.81,14,9.92
ELOVL3,0.57,0.13,0.07,0.07,0,0.22,0.06,0,1.16
BMP2K,7.48,6.95,16.65,27.04,31.55,16.96,39.25,6.92,12.12
AC241584.2,0,0,0,0.04,0,0,0,0,0
USB1,44.53,45.95,47.52,72.52,86.51,76.44,73.58,55.37,32.1
GNAS,1098.33,680.05,960.92,358.64,489.03,701.38,383.98,479.73,360.18
ARHGEF10L,3.33,4.4,0.89,3.65,1.34,7.12,2.6,15.24,9.95
WSB1,81.66,93.77,67.21,80.47,55.14,81.62,68.67,62.43,61.73
BPIFB9P,0,0,0,0,0,0,0,0,0
MTND6P4,0.2,0,0,0.54,0.26,1.5,0.23,0.22,0.25
